Country,Product_name,Quantity_purchased,Crop_name,Feedback,Comments,Price,Total_price,Manufacturing,Transaction_date,Expiration,Review,TextBlob_Polarity,TextBlob_Subjectivity,NLTK_Negative,NLTK_Neutral,NLTK_Positive,NLTK_Compound,Sentiment_Class
Bhutan,Pasta,30,"['Wheat', 'Barley']",5,Excellent,105,3150,2024-09-24,2024-10-05,2024-12-23,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Cookie,73,"['Barley', 'Sugar']",1,Very Poor,75,5475,2023-10-26,2023-11-16,2024-01-24,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Sri-Lanka,Ketchup,15,['Tomato'],3,Average,50,750,2025-03-23,2025-04-30,2025-06-21,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Toffee,86,['Sugar'],0,No Feedback,10,860,2021-07-20,2021-08-31,2021-10-18,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Nachos,84,['Maize'],3,Average,45,3780,2024-12-06,2024-12-17,2025-03-06,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Pakistan,Cookie,96,"['Barley', 'Sugar']",3,Average,75,7200,2023-01-20,2023-03-01,2023-04-20,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Maggi,50,['Wheat'],4,Good,30,1500,2022-03-22,2022-04-06,2022-06-20,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bhutan,Biscuit,30,"['Wheat', 'Sugar', 'Barley']",2,Poor,25,750,2023-07-29,2023-09-13,2023-10-27,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Maggi,68,['Wheat'],3,Average,35,2380,2021-09-18,2021-12-05,2021-12-17,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
India,Maggi,26,['Wheat'],0,No Feedback,25,650,2021-06-09,2021-07-31,2021-09-07,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Biscuit,52,"['Wheat', 'Sugar', 'Barley']",5,Excellent,24,1248,2023-05-02,2023-06-02,2023-07-31,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Nepal,Cookie,21,"['Barley', 'Sugar']",3,Average,95,1995,2022-06-09,2022-08-20,2022-09-07,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Khari,93,['Cumin'],0,No Feedback,20,1860,2025-03-19,2025-05-16,2025-06-17,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Pie,74,['Sugar'],2,Poor,25,1850,2022-10-08,2022-10-27,2023-01-06,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Biscuit,39,"['Wheat', 'Sugar', 'Barley']",3,Average,18,702,2025-06-30,2025-07-17,2025-09-28,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bangladesh,Pasta,90,"['Wheat', 'Barley']",1,Very Poor,95,8550,2022-02-18,2022-03-17,2022-05-19,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Ketchup,86,['Tomato'],2,Poor,60,5160,2022-12-24,2023-01-27,2023-03-24,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Toffee,36,['Sugar'],0,No Feedback,10,360,2023-08-15,2023-09-04,2023-11-13,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Maggi,93,['Wheat'],1,Very Poor,15,1395,2025-01-19,2025-02-02,2025-04-19,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Sri-Lanka,Ketchup,26,['Tomato'],3,Average,50,1300,2023-06-18,2023-09-10,2023-09-16,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Pakistan,Biscuit,12,"['Wheat', 'Sugar', 'Barley']",2,Poor,15,180,2022-05-10,2022-07-02,2022-08-08,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Pakistan,Cookie,31,"['Barley', 'Sugar']",1,Very Poor,75,2325,2021-02-18,2021-04-14,2021-05-19,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Maggi,88,['Wheat'],5,Excellent,25,2200,2025-04-06,2025-06-30,2025-07-05,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bhutan,Nachos,81,['Maize'],4,Good,75,6075,2022-02-27,2022-04-27,2022-05-28,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bhutan,Pie,32,['Sugar'],5,Excellent,55,1760,2024-05-12,2024-08-01,2024-08-10,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Maggi,55,['Wheat'],1,Very Poor,15,825,2022-11-12,2022-12-05,2023-02-10,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Ketchup,33,['Tomato'],2,Poor,55,1815,2025-04-17,2025-06-05,2025-07-16,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Toffee,61,['Sugar'],4,Good,10,610,2020-12-05,2021-02-15,2021-03-05,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bangladesh,Ketchup,88,['Tomato'],5,Excellent,45,3960,2021-09-04,2021-10-18,2021-12-03,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Nepal,Pasta,25,"['Wheat', 'Barley']",1,Very Poor,100,2500,2020-03-29,2020-05-13,2020-06-27,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
India,Maggi,71,['Wheat'],5,Excellent,25,1775,2024-02-13,2024-04-06,2024-05-13,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Khari,18,['Cumin'],2,Poor,20,360,2020-08-03,2020-09-21,2020-11-01,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Nepal,Ketchup,20,['Tomato'],2,Poor,55,1100,2020-08-16,2020-09-13,2020-11-14,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bhutan,Toffee,96,['Sugar'],0,No Feedback,15,1440,2023-09-06,2023-11-26,2023-12-05,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Maggi,78,['Wheat'],2,Poor,30,2340,2020-11-26,2021-01-17,2021-02-24,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Banana Chips,86,['Banana'],3,Average,35,3010,2025-01-03,2025-01-20,2025-04-03,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Maggi,48,['Wheat'],5,Excellent,30,1440,2023-08-23,2023-09-24,2023-11-21,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bhutan,Toffee,98,['Sugar'],0,No Feedback,15,1470,2022-05-23,2022-06-18,2022-08-21,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Toffee,28,['Sugar'],4,Good,15,420,2020-04-02,2020-05-27,2020-07-01,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Sri-Lanka,Maggi,59,['Wheat'],0,No Feedback,30,1770,2021-10-08,2021-11-23,2022-01-06,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Pie,94,['Sugar'],3,Average,45,4230,2020-11-29,2021-02-15,2021-02-27,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bangladesh,Ketchup,36,['Tomato'],0,No Feedback,45,1620,2025-03-09,2025-05-12,2025-06-07,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Biscuit,54,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,18,972,2020-10-12,2020-11-25,2021-01-10,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Banana Chips,73,['Banana'],0,No Feedback,40,2920,2024-06-13,2024-07-26,2024-09-11,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Toffee,21,['Sugar'],1,Very Poor,20,420,2020-02-15,2020-03-28,2020-05-15,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bangladesh,Cookie,69,"['Barley', 'Sugar']",0,No Feedback,80,5520,2021-01-06,2021-03-04,2021-04-06,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Maggi,86,['Wheat'],0,No Feedback,25,2150,2023-01-28,2023-03-19,2023-04-28,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Cookie,90,"['Barley', 'Sugar']",3,Average,85,7650,2020-11-13,2021-01-30,2021-02-11,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Nepal,Ketchup,80,['Tomato'],2,Poor,55,4400,2023-02-12,2023-04-23,2023-05-13,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Pie,53,['Sugar'],1,Very Poor,35,1855,2021-09-24,2021-10-14,2021-12-23,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Pakistan,Pie,64,['Sugar'],0,No Feedback,25,1600,2020-11-07,2021-01-15,2021-02-05,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Pie,39,['Sugar'],4,Good,45,1755,2024-12-22,2025-02-09,2025-03-22,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Biscuit,55,"['Wheat', 'Sugar', 'Barley']",2,Poor,25,1375,2025-01-06,2025-03-25,2025-04-06,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bangladesh,Banana Chips,78,['Banana'],4,Good,35,2730,2025-07-20,2025-09-28,2025-10-18,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Pakistan,Maggi,94,['Wheat'],4,Good,15,1410,2023-12-26,2024-02-23,2024-03-25,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Bhutan,Biscuit,80,"['Wheat', 'Sugar', 'Barley']",4,Good,25,2000,2023-10-08,2023-11-10,2024-01-06,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Nepal,Pie,81,['Sugar'],0,No Feedback,45,3645,2021-12-09,2021-12-23,2022-03-09,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Pasta,52,"['Wheat', 'Barley']",0,No Feedback,100,5200,2021-01-14,2021-02-22,2021-04-14,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Pie,78,['Sugar'],2,Poor,35,2730,2020-08-19,2020-10-16,2020-11-17,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bangladesh,Banana Chips,41,['Banana'],5,Excellent,35,1435,2024-07-13,2024-09-04,2024-10-11,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Bangladesh,Banana Chips,93,['Banana'],5,Excellent,35,3255,2021-04-30,2021-06-15,2021-07-29,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Nepal,Banana Chips,33,['Banana'],2,Poor,45,1485,2020-11-19,2020-12-14,2021-02-17,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Pakistan,Nachos,77,['Maize'],5,Excellent,60,4620,2022-02-19,2022-03-08,2022-05-20,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Nepal,Toffee,79,['Sugar'],4,Good,15,1185,2022-04-27,2022-05-23,2022-07-26,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Nachos,15,['Maize'],1,Very Poor,75,1125,2022-04-27,2022-06-10,2022-07-26,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Pakistan,Pasta,42,"['Wheat', 'Barley']",0,No Feedback,75,3150,2024-09-10,2024-11-04,2024-12-09,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Maggi,84,['Wheat'],4,Good,25,2100,2021-05-22,2021-07-12,2021-08-20,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
Bangladesh,Maggi,74,['Wheat'],3,Average,35,2590,2021-06-20,2021-08-25,2021-09-18,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Pakistan,Maggi,72,['Wheat'],2,Poor,15,1080,2020-02-12,2020-05-02,2020-05-12,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Nepal,Biscuit,11,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,24,264,2025-02-22,2025-03-31,2025-05-23,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Toffee,99,['Sugar'],0,No Feedback,15,1485,2023-05-20,2023-06-16,2023-08-18,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Ketchup,76,['Tomato'],1,Very Poor,60,4560,2023-04-29,2023-05-12,2023-07-28,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Pasta,46,"['Wheat', 'Barley']",0,No Feedback,100,4600,2023-05-20,2023-06-16,2023-08-18,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Pasta,36,"['Wheat', 'Barley']",3,Average,120,4320,2021-04-19,2021-05-14,2021-07-18,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Pakistan,Banana Chips,73,['Banana'],2,Poor,30,2190,2023-06-23,2023-07-03,2023-09-21,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Pakistan,Biscuit,56,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,15,840,2021-03-15,2021-04-25,2021-06-13,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Cookie,28,"['Barley', 'Sugar']",3,Average,95,2660,2022-12-26,2023-01-17,2023-03-26,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Pakistan,Ketchup,38,['Tomato'],3,Average,55,2090,2023-10-04,2023-12-08,2024-01-02,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Biscuit,53,"['Wheat', 'Sugar', 'Barley']",2,Poor,22,1166,2023-08-31,2023-10-13,2023-11-29,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bangladesh,Khari,61,['Cumin'],2,Poor,20,1220,2023-06-05,2023-08-17,2023-09-03,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Nepal,Banana Chips,35,['Banana'],4,Good,45,1575,2024-12-23,2025-01-25,2025-03-23,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Sri-Lanka,Khari,90,['Cumin'],3,Average,35,3150,2020-07-14,2020-08-08,2020-10-12,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bhutan,Khari,18,['Cumin'],2,Poor,45,810,2025-06-12,2025-08-17,2025-09-10,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Maggi,87,['Wheat'],2,Poor,35,3045,2023-09-11,2023-10-12,2023-12-10,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Pakistan,Cookie,13,"['Barley', 'Sugar']",0,No Feedback,75,975,2022-05-26,2022-08-05,2022-08-24,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Pie,24,['Sugar'],2,Poor,55,1320,2022-11-02,2022-11-12,2023-01-31,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bangladesh,Toffee,71,['Sugar'],3,Average,10,710,2021-09-03,2021-11-11,2021-12-02,Decent product overall.,0.08333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Maggi,38,['Wheat'],3,Average,30,1140,2023-11-29,2024-01-26,2024-02-27,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bhutan,Cookie,19,"['Barley', 'Sugar']",1,Very Poor,105,1995,2024-10-30,2025-01-22,2025-01-28,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Bhutan,Maggi,43,['Wheat'],5,Excellent,25,1075,2022-03-18,2022-05-06,2022-06-16,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bhutan,Pie,51,['Sugar'],2,Poor,55,2805,2022-05-22,2022-06-27,2022-08-20,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Ketchup,73,['Tomato'],0,No Feedback,45,3285,2025-01-13,2025-02-03,2025-04-13,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bangladesh,Cookie,48,"['Barley', 'Sugar']",3,Average,80,3840,2025-07-04,2025-08-19,2025-10-02,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bhutan,Cookie,14,"['Barley', 'Sugar']",4,Good,105,1470,2020-05-25,2020-08-18,2020-08-23,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Nepal,Pie,24,['Sugar'],1,Very Poor,45,1080,2024-07-30,2024-08-23,2024-10-28,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Pakistan,Nachos,80,['Maize'],2,Poor,60,4800,2021-12-29,2022-02-16,2022-03-29,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Nachos,28,['Maize'],4,Good,35,980,2020-07-20,2020-09-19,2020-10-18,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
India,Cookie,23,"['Barley', 'Sugar']",4,Good,100,2300,2025-03-19,2025-05-08,2025-06-17,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
Sri-Lanka,Cookie,72,"['Barley', 'Sugar']",0,No Feedback,85,6120,2021-12-25,2022-01-21,2022-03-25,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Cookie,86,"['Barley', 'Sugar']",0,No Feedback,75,6450,2024-10-13,2025-01-04,2025-01-11,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Pakistan,Maggi,21,['Wheat'],0,No Feedback,15,315,2023-06-28,2023-09-04,2023-09-26,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Banana Chips,46,['Banana'],2,Poor,40,1840,2021-01-03,2021-02-04,2021-04-03,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Nepal,Pie,99,['Sugar'],1,Very Poor,45,4455,2022-09-06,2022-11-10,2022-12-05,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bangladesh,Pie,90,['Sugar'],0,No Feedback,30,2700,2021-12-31,2022-03-16,2022-03-31,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
India,Nachos,42,['Maize'],5,Excellent,65,2730,2023-04-05,2023-06-29,2023-07-04,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Banana Chips,58,['Banana'],5,Excellent,35,2030,2020-02-23,2020-03-15,2020-05-23,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Pakistan,Nachos,87,['Maize'],5,Excellent,60,5220,2023-09-17,2023-11-18,2023-12-16,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
India,Ketchup,87,['Tomato'],1,Very Poor,60,5220,2025-04-15,2025-06-01,2025-07-14,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Sri-Lanka,Ketchup,70,['Tomato'],2,Poor,50,3500,2024-01-15,2024-02-29,2024-04-14,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Nepal,Khari,94,['Cumin'],2,Poor,35,3290,2022-11-24,2023-01-02,2023-02-22,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Pakistan,Khari,90,['Cumin'],5,Excellent,25,2250,2020-06-10,2020-06-21,2020-09-08,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Pasta,36,"['Wheat', 'Barley']",5,Excellent,75,2700,2020-04-26,2020-06-03,2020-07-25,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Nepal,Nachos,55,['Maize'],4,Good,55,3025,2024-06-02,2024-07-16,2024-08-31,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Bhutan,Biscuit,35,"['Wheat', 'Sugar', 'Barley']",5,Excellent,25,875,2021-10-30,2022-01-22,2022-01-28,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
India,Ketchup,13,['Tomato'],3,Average,60,780,2022-04-14,2022-07-04,2022-07-13,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Bangladesh,Maggi,42,['Wheat'],0,No Feedback,35,1470,2023-09-09,2023-11-08,2023-12-08,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Nachos,58,['Maize'],2,Poor,45,2610,2025-01-27,2025-04-13,2025-04-27,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
India,Pasta,60,"['Wheat', 'Barley']",1,Very Poor,120,7200,2024-09-20,2024-11-28,2024-12-19,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
India,Cookie,75,"['Barley', 'Sugar']",5,Excellent,100,7500,2020-11-28,2021-01-10,2021-02-26,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Pie,11,['Sugar'],4,Good,30,330,2020-03-23,2020-04-09,2020-06-21,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
India,Banana Chips,49,['Banana'],5,Excellent,40,1960,2021-05-06,2021-06-16,2021-08-04,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Bangladesh,Biscuit,67,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,18,1206,2021-09-13,2021-09-26,2021-12-12,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Sri-Lanka,Toffee,19,['Sugar'],4,Good,10,190,2021-03-29,2021-04-20,2021-06-27,Satisfactory purchase.,0.0,0.0,0.0,0.286,0.714,0.3612,Positive
India,Cookie,55,"['Barley', 'Sugar']",5,Excellent,100,5500,2021-09-12,2021-09-28,2021-12-11,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Sri-Lanka,Ketchup,91,['Tomato'],5,Excellent,50,4550,2024-10-22,2024-12-31,2025-01-20,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
Pakistan,Nachos,64,['Maize'],1,Very Poor,60,3840,2024-10-21,2024-11-03,2025-01-19,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Bhutan,Maggi,49,['Wheat'],2,Poor,25,1225,2022-01-15,2022-03-25,2022-04-15,"Not great, needs improvement.",-0.4,0.75,0.743,0.257,0.0,-0.6979,Negative
Bhutan,Khari,57,['Cumin'],5,Excellent,45,2565,2023-01-26,2023-02-27,2023-04-26,Outstanding product quality!,0.625,0.875,0.0,0.318,0.682,0.6476,Positive
India,Khari,21,['Cumin'],1,Very Poor,40,840,2020-02-08,2020-04-02,2020-05-08,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
Pakistan,Toffee,92,['Sugar'],3,Average,12,1104,2023-06-19,2023-07-20,2023-09-17,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Bangladesh,Maggi,34,['Wheat'],3,Average,35,1190,2020-07-03,2020-08-24,2020-10-01,"Average product, nothing special.",0.10357142857142858,0.48571428571428565,0.429,0.571,0.0,-0.3089,Negative
Sri-Lanka,Toffee,26,['Sugar'],4,Good,10,260,2025-04-07,2025-05-30,2025-07-06,Quite happy with the product.,0.8,1.0,0.0,0.5,0.5,0.6115,Positive
India,Banana Chips,68,['Banana'],2,Poor,40,2720,2023-02-19,2023-05-14,2023-05-20,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bhutan,Nachos,86,['Maize'],0,No Feedback,75,6450,2022-12-09,2022-12-23,2023-03-09,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Maggi,68,['Wheat'],0,No Feedback,25,1700,2022-06-27,2022-09-06,2022-09-25,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Bhutan,Khari,42,['Cumin'],2,Poor,45,1890,2023-05-13,2023-06-14,2023-08-11,Below average product.,-0.15,0.39999999999999997,0.0,1.0,0.0,0.0,Neutral
Nepal,Nachos,31,['Maize'],3,Average,55,1705,2022-07-15,2022-07-25,2022-10-13,Okay for the price.,0.5,0.5,0.0,0.612,0.388,0.2263,Positive
Nepal,Biscuit,57,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,24,1368,2023-05-31,2023-06-15,2023-08-29,Very poor quality.,-0.52,0.78,0.629,0.371,0.0,-0.5256,Negative
Nepal,Pasta,38,"['Wheat', 'Barley']",0,No Feedback,100,3800,2022-12-10,2023-01-29,2023-03-10,No feedback,0.0,0.0,0.688,0.312,0.0,-0.296,Negative
Nepal,Banana Chips,88,['Banana'],2,Poor,45,3960,2024-07-12,2024-08-22,2024-10-10,Not what I expected.,-0.1,0.4,0.0,1.0,0.0,0.0,Neutral
Bangladesh,Banana Chips,28,['Banana'],4,Good,35,980,2024-06-14,2024-07-05,2024-09-12,"Good product, no issues.",0.7,0.6000000000000001,0.31,0.282,0.408,0.1779,Positive
Nepal,Khari,36,['Cumin'],1,Very Poor,35,1260,2020-10-04,2020-12-20,2021-01-02,Disappointed with the product.,-0.75,0.75,0.508,0.492,0.0,-0.4767,Negative
Nepal,Pasta,39,"['Wheat', 'Barley']",5,Excellent,100,3900,2024-05-23,2024-08-11,2024-08-21,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Sri-Lanka,Cookie,14,"['Barley', 'Sugar']",1,Very Poor,85,1190,2024-04-12,2024-04-24,2024-07-11,Would not recommend.,0.0,0.0,0.513,0.487,0.0,-0.2755,Negative
India,Pie,23,['Sugar'],5,Excellent,50,1150,2025-03-18,2025-05-11,2025-06-16,Absolutely loved it!,0.875,0.8,0.0,0.308,0.692,0.6689,Positive
Nepal,Ketchup,23,['Tomato'],5,Excellent,55,1265,2022-07-22,2022-09-30,2022-10-20,Exceeded my expectations!,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
