Country,Product_name,Quantity_purchased,Crop_name,Feedback,Comments,Price,Total_price,Manufacturing,Transaction_date,Expiration,Review
Pakistan,Khari,90,['Cumin'],5,Excellent,25,2250,2020-06-10,2020-06-21,2020-09-08,Outstanding product quality!
Pakistan,Pasta,36,"['Wheat', 'Barley']",5,Excellent,75,2700,2020-04-26,2020-06-03,2020-07-25,Exceeded my expectations!
Nepal,Nachos,55,['Maize'],4,Good,55,3025,2024-06-02,2024-07-16,2024-08-31,"Good product, no issues."
Bhutan,Biscuit,35,"['Wheat', 'Sugar', 'Barley']",5,Excellent,25,875,2021-10-30,2022-01-22,2022-01-28,Outstanding product quality!
India,Ketchup,13,['Tomato'],3,Average,60,780,2022-04-14,2022-07-04,2022-07-13,"Average product, nothing special."
Bangladesh,Maggi,42,['Wheat'],0,No Feedback,35,1470,2023-09-09,2023-11-08,2023-12-08,No feedback
Sri-Lanka,Nachos,58,['Maize'],2,Poor,45,2610,2025-01-27,2025-04-13,2025-04-27,Below average product.
India,Pasta,60,"['Wheat', 'Barley']",1,Very Poor,120,7200,2024-09-20,2024-11-28,2024-12-19,Very poor quality.
India,Cookie,75,"['Barley', 'Sugar']",5,Excellent,100,7500,2020-11-28,2021-01-10,2021-02-26,Exceeded my expectations!
Bangladesh,Pie,11,['Sugar'],4,Good,30,330,2020-03-23,2020-04-09,2020-06-21,"Good product, no issues."
India,Banana Chips,49,['Banana'],5,Excellent,40,1960,2021-05-06,2021-06-16,2021-08-04,Absolutely loved it!
Bangladesh,Biscuit,67,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,18,1206,2021-09-13,2021-09-26,2021-12-12,No feedback
Sri-Lanka,Toffee,19,['Sugar'],4,Good,10,190,2021-03-29,2021-04-20,2021-06-27,Satisfactory purchase.
India,Cookie,55,"['Barley', 'Sugar']",5,Excellent,100,5500,2021-09-12,2021-09-28,2021-12-11,Exceeded my expectations!
Sri-Lanka,Ketchup,91,['Tomato'],5,Excellent,50,4550,2024-10-22,2024-12-31,2025-01-20,Outstanding product quality!
Pakistan,Nachos,64,['Maize'],1,Very Poor,60,3840,2024-10-21,2024-11-03,2025-01-19,Disappointed with the product.
Bhutan,Maggi,49,['Wheat'],2,Poor,25,1225,2022-01-15,2022-03-25,2022-04-15,"Not great, needs improvement."
Bhutan,Khari,57,['Cumin'],5,Excellent,45,2565,2023-01-26,2023-02-27,2023-04-26,Outstanding product quality!
India,Khari,21,['Cumin'],1,Very Poor,40,840,2020-02-08,2020-04-02,2020-05-08,Would not recommend.
Pakistan,Toffee,92,['Sugar'],3,Average,12,1104,2023-06-19,2023-07-20,2023-09-17,Okay for the price.
Bangladesh,Maggi,34,['Wheat'],3,Average,35,1190,2020-07-03,2020-08-24,2020-10-01,"Average product, nothing special."
Sri-Lanka,Toffee,26,['Sugar'],4,Good,10,260,2025-04-07,2025-05-30,2025-07-06,Quite happy with the product.
India,Banana Chips,68,['Banana'],2,Poor,40,2720,2023-02-19,2023-05-14,2023-05-20,Not what I expected.
Bhutan,Nachos,86,['Maize'],0,No Feedback,75,6450,2022-12-09,2022-12-23,2023-03-09,No feedback
Nepal,Maggi,68,['Wheat'],0,No Feedback,25,1700,2022-06-27,2022-09-06,2022-09-25,No feedback
Bhutan,Khari,42,['Cumin'],2,Poor,45,1890,2023-05-13,2023-06-14,2023-08-11,Below average product.
Nepal,Nachos,31,['Maize'],3,Average,55,1705,2022-07-15,2022-07-25,2022-10-13,Okay for the price.
Nepal,Biscuit,57,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,24,1368,2023-05-31,2023-06-15,2023-08-29,Very poor quality.
Nepal,Pasta,38,"['Wheat', 'Barley']",0,No Feedback,100,3800,2022-12-10,2023-01-29,2023-03-10,No feedback
Nepal,Banana Chips,88,['Banana'],2,Poor,45,3960,2024-07-12,2024-08-22,2024-10-10,Not what I expected.
Bangladesh,Banana Chips,28,['Banana'],4,Good,35,980,2024-06-14,2024-07-05,2024-09-12,"Good product, no issues."
Nepal,Khari,36,['Cumin'],1,Very Poor,35,1260,2020-10-04,2020-12-20,2021-01-02,Disappointed with the product.
Nepal,Pasta,39,"['Wheat', 'Barley']",5,Excellent,100,3900,2024-05-23,2024-08-11,2024-08-21,Absolutely loved it!
Sri-Lanka,Cookie,14,"['Barley', 'Sugar']",1,Very Poor,85,1190,2024-04-12,2024-04-24,2024-07-11,Would not recommend.
India,Pie,23,['Sugar'],5,Excellent,50,1150,2025-03-18,2025-05-11,2025-06-16,Absolutely loved it!
Nepal,Ketchup,23,['Tomato'],5,Excellent,55,1265,2022-07-22,2022-09-30,2022-10-20,Exceeded my expectations!
Sri-Lanka,Khari,65,['Cumin'],4,Good,35,2275,2020-04-05,2020-06-22,2020-07-04,"Good product, no issues."
Pakistan,Toffee,82,['Sugar'],5,Excellent,12,984,2024-02-29,2024-03-24,2024-05-29,Exceeded my expectations!
Bangladesh,Ketchup,92,['Tomato'],0,No Feedback,45,4140,2025-02-13,2025-03-14,2025-05-14,No feedback
Bangladesh,Maggi,63,['Wheat'],0,No Feedback,35,2205,2020-04-28,2020-06-06,2020-07-27,No feedback
Sri-Lanka,Pie,88,['Sugar'],4,Good,35,3080,2021-11-06,2022-01-23,2022-02-04,"Good product, no issues."
Pakistan,Pie,79,['Sugar'],1,Very Poor,25,1975,2022-06-05,2022-08-27,2022-09-03,Would not recommend.
Pakistan,Pie,10,['Sugar'],4,Good,25,250,2020-10-05,2020-12-21,2021-01-03,Quite happy with the product.
Bhutan,Toffee,36,['Sugar'],5,Excellent,15,540,2024-06-21,2024-08-07,2024-09-19,Exceeded my expectations!
India,Cookie,77,"['Barley', 'Sugar']",0,No Feedback,100,7700,2022-12-15,2023-03-03,2023-03-15,No feedback
Bhutan,Ketchup,37,['Tomato'],1,Very Poor,65,2405,2024-03-25,2024-04-22,2024-06-23,Disappointed with the product.
India,Ketchup,84,['Tomato'],4,Good,60,5040,2021-02-19,2021-05-01,2021-05-20,Quite happy with the product.
Nepal,Khari,70,['Cumin'],2,Poor,35,2450,2025-05-30,2025-07-14,2025-08-28,Not what I expected.
Bangladesh,Maggi,68,['Wheat'],1,Very Poor,35,2380,2024-07-20,2024-10-03,2024-10-18,Would not recommend.
Bhutan,Pie,84,['Sugar'],3,Average,55,4620,2023-09-26,2023-12-01,2023-12-25,"Average product, nothing special."
Bangladesh,Biscuit,43,"['Wheat', 'Sugar', 'Barley']",4,Good,18,774,2025-05-03,2025-06-09,2025-08-01,Quite happy with the product.
India,Cookie,58,"['Barley', 'Sugar']",1,Very Poor,100,5800,2021-04-06,2021-04-25,2021-07-05,Would not recommend.
Pakistan,Toffee,13,['Sugar'],5,Excellent,12,156,2021-08-12,2021-10-27,2021-11-10,Absolutely loved it!
Sri-Lanka,Cookie,36,"['Barley', 'Sugar']",1,Very Poor,85,3060,2020-09-11,2020-09-25,2020-12-10,Would not recommend.
Pakistan,Ketchup,11,['Tomato'],0,No Feedback,55,605,2023-09-25,2023-12-12,2023-12-24,No feedback
India,Pie,70,['Sugar'],0,No Feedback,50,3500,2024-07-18,2024-09-30,2024-10-16,No feedback
Sri-Lanka,Pie,88,['Sugar'],5,Excellent,35,3080,2020-07-06,2020-08-17,2020-10-04,Exceeded my expectations!
Nepal,Pasta,43,"['Wheat', 'Barley']",0,No Feedback,100,4300,2023-08-22,2023-09-20,2023-11-20,No feedback
India,Pasta,10,"['Wheat', 'Barley']",5,Excellent,120,1200,2021-11-25,2022-01-18,2022-02-23,Exceeded my expectations!
Bangladesh,Pie,10,['Sugar'],2,Poor,30,300,2020-09-29,2020-11-17,2020-12-28,Not what I expected.
Sri-Lanka,Nachos,14,['Maize'],0,No Feedback,45,630,2020-07-25,2020-08-13,2020-10-23,No feedback
Sri-Lanka,Pie,78,['Sugar'],5,Excellent,35,2730,2024-05-21,2024-08-03,2024-08-19,Exceeded my expectations!
Bhutan,Ketchup,85,['Tomato'],2,Poor,65,5525,2021-11-01,2021-12-12,2022-01-30,"Not great, needs improvement."
Bangladesh,Nachos,62,['Maize'],4,Good,35,2170,2023-12-30,2024-02-05,2024-03-29,Quite happy with the product.
Bangladesh,Maggi,83,['Wheat'],1,Very Poor,35,2905,2021-08-13,2021-10-14,2021-11-11,Very poor quality.
Pakistan,Cookie,66,"['Barley', 'Sugar']",4,Good,75,4950,2023-07-05,2023-08-23,2023-10-03,Quite happy with the product.
Bhutan,Pasta,49,"['Wheat', 'Barley']",0,No Feedback,105,5145,2023-02-10,2023-04-30,2023-05-11,No feedback
India,Pie,28,['Sugar'],0,No Feedback,50,1400,2024-06-28,2024-09-18,2024-09-26,No feedback
Bangladesh,Pie,84,['Sugar'],2,Poor,30,2520,2024-03-04,2024-05-14,2024-06-02,"Not great, needs improvement."
Pakistan,Maggi,11,['Wheat'],3,Average,15,165,2021-12-22,2022-03-03,2022-03-22,Okay for the price.
Bangladesh,Pasta,43,"['Wheat', 'Barley']",3,Average,95,4085,2023-01-11,2023-02-25,2023-04-11,Okay for the price.
Pakistan,Cookie,92,"['Barley', 'Sugar']",0,No Feedback,75,6900,2023-07-10,2023-09-15,2023-10-08,No feedback
Bhutan,Nachos,80,['Maize'],4,Good,75,6000,2021-06-21,2021-07-03,2021-09-19,Satisfactory purchase.
Bhutan,Biscuit,33,"['Wheat', 'Sugar', 'Barley']",3,Average,25,825,2021-05-15,2021-06-17,2021-08-13,"Average product, nothing special."
Bangladesh,Khari,28,['Cumin'],1,Very Poor,20,560,2021-06-23,2021-07-25,2021-09-21,Very poor quality.
India,Cookie,40,"['Barley', 'Sugar']",3,Average,100,4000,2022-02-16,2022-04-12,2022-05-17,Okay for the price.
Sri-Lanka,Banana Chips,65,['Banana'],5,Excellent,25,1625,2024-02-25,2024-03-08,2024-05-25,Absolutely loved it!
Nepal,Ketchup,15,['Tomato'],0,No Feedback,55,825,2024-12-06,2025-01-15,2025-03-06,No feedback
Nepal,Ketchup,24,['Tomato'],5,Excellent,55,1320,2024-10-08,2024-10-28,2025-01-06,Absolutely loved it!
Nepal,Biscuit,95,"['Wheat', 'Sugar', 'Barley']",4,Good,24,2280,2023-07-28,2023-09-29,2023-10-26,"Good product, no issues."
Nepal,Khari,60,['Cumin'],0,No Feedback,35,2100,2021-11-25,2021-12-10,2022-02-23,No feedback
Sri-Lanka,Nachos,73,['Maize'],0,No Feedback,45,3285,2022-02-12,2022-03-28,2022-05-13,No feedback
Nepal,Nachos,32,['Maize'],5,Excellent,55,1760,2021-08-11,2021-09-23,2021-11-09,Absolutely loved it!
Nepal,Banana Chips,29,['Banana'],1,Very Poor,45,1305,2020-05-05,2020-05-31,2020-08-03,Very poor quality.
India,Biscuit,65,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,20,1300,2022-12-02,2023-02-11,2023-03-02,No feedback
Sri-Lanka,Biscuit,70,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,22,1540,2021-02-02,2021-04-14,2021-05-03,No feedback
Sri-Lanka,Maggi,46,['Wheat'],0,No Feedback,30,1380,2020-05-01,2020-05-14,2020-07-30,No feedback
Nepal,Nachos,85,['Maize'],5,Excellent,55,4675,2023-02-23,2023-05-16,2023-05-24,Outstanding product quality!
Bangladesh,Pie,76,['Sugar'],2,Poor,30,2280,2023-02-17,2023-05-01,2023-05-18,Not what I expected.
India,Biscuit,91,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,20,1820,2023-07-11,2023-07-21,2023-10-09,Would not recommend.
Bhutan,Toffee,88,['Sugar'],3,Average,15,1320,2024-04-07,2024-06-24,2024-07-06,Okay for the price.
Sri-Lanka,Banana Chips,99,['Banana'],3,Average,25,2475,2025-07-12,2025-07-22,2025-10-10,"Average product, nothing special."
Bangladesh,Pasta,57,"['Wheat', 'Barley']",0,No Feedback,95,5415,2021-12-07,2022-01-16,2022-03-07,No feedback
Bangladesh,Toffee,17,['Sugar'],1,Very Poor,10,170,2021-12-02,2022-01-20,2022-03-02,Would not recommend.
Bhutan,Pie,92,['Sugar'],2,Poor,55,5060,2021-09-01,2021-11-16,2021-11-30,"Not great, needs improvement."
India,Cookie,76,"['Barley', 'Sugar']",3,Average,100,7600,2022-06-28,2022-08-14,2022-09-26,Decent product overall.
Nepal,Ketchup,89,['Tomato'],4,Good,55,4895,2020-06-19,2020-07-18,2020-09-17,Satisfactory purchase.
Nepal,Toffee,70,['Sugar'],5,Excellent,15,1050,2023-05-17,2023-07-29,2023-08-15,Outstanding product quality!
India,Nachos,16,['Maize'],5,Excellent,65,1040,2024-12-13,2025-02-15,2025-03-13,Absolutely loved it!
India,Pasta,30,"['Wheat', 'Barley']",1,Very Poor,120,3600,2020-01-31,2020-03-10,2020-04-30,Would not recommend.
Nepal,Pasta,17,"['Wheat', 'Barley']",1,Very Poor,100,1700,2024-08-03,2024-10-01,2024-11-01,Very poor quality.
India,Maggi,32,['Wheat'],0,No Feedback,25,800,2023-03-04,2023-05-15,2023-06-02,No feedback
Nepal,Pasta,14,"['Wheat', 'Barley']",2,Poor,100,1400,2020-05-03,2020-07-08,2020-08-01,"Not great, needs improvement."
India,Pasta,26,"['Wheat', 'Barley']",3,Average,120,3120,2021-07-03,2021-09-23,2021-10-01,Decent product overall.
Pakistan,Pasta,56,"['Wheat', 'Barley']",2,Poor,75,4200,2025-02-19,2025-03-28,2025-05-20,Below average product.
Nepal,Pasta,41,"['Wheat', 'Barley']",0,No Feedback,100,4100,2021-12-27,2022-02-17,2022-03-27,No feedback
India,Ketchup,70,['Tomato'],5,Excellent,60,4200,2024-02-05,2024-02-27,2024-05-05,Absolutely loved it!
Bangladesh,Biscuit,57,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,18,1026,2023-08-06,2023-09-24,2023-11-04,No feedback
Nepal,Nachos,93,['Maize'],3,Average,55,5115,2020-06-21,2020-09-08,2020-09-19,"Average product, nothing special."
Sri-Lanka,Nachos,13,['Maize'],2,Poor,45,585,2024-08-01,2024-09-07,2024-10-30,"Not great, needs improvement."
Sri-Lanka,Maggi,15,['Wheat'],3,Average,30,450,2021-04-19,2021-05-17,2021-07-18,"Average product, nothing special."
Bhutan,Khari,88,['Cumin'],3,Average,45,3960,2025-06-10,2025-08-08,2025-09-08,"Average product, nothing special."
Bangladesh,Ketchup,84,['Tomato'],0,No Feedback,45,3780,2020-12-16,2021-01-17,2021-03-16,No feedback
Pakistan,Maggi,65,['Wheat'],1,Very Poor,15,975,2021-03-22,2021-05-12,2021-06-20,Disappointed with the product.
Sri-Lanka,Khari,41,['Cumin'],5,Excellent,35,1435,2022-10-27,2023-01-08,2023-01-25,Exceeded my expectations!
Pakistan,Pie,13,['Sugar'],5,Excellent,25,325,2025-05-12,2025-07-02,2025-08-10,Absolutely loved it!
Sri-Lanka,Pasta,30,"['Wheat', 'Barley']",4,Good,100,3000,2022-11-06,2022-11-18,2023-02-04,"Good product, no issues."
Pakistan,Nachos,32,['Maize'],5,Excellent,60,1920,2022-03-09,2022-03-19,2022-06-07,Outstanding product quality!
India,Pasta,61,"['Wheat', 'Barley']",2,Poor,120,7320,2021-04-27,2021-06-20,2021-07-26,Below average product.
Bhutan,Banana Chips,37,['Banana'],1,Very Poor,45,1665,2020-10-17,2020-11-11,2021-01-15,Would not recommend.
India,Toffee,83,['Sugar'],1,Very Poor,20,1660,2022-04-16,2022-06-15,2022-07-15,Very poor quality.
Bangladesh,Pasta,25,"['Wheat', 'Barley']",4,Good,95,2375,2025-04-07,2025-04-29,2025-07-06,Satisfactory purchase.
Bangladesh,Pie,25,['Sugar'],2,Poor,30,750,2022-12-27,2023-01-18,2023-03-27,Below average product.
Bangladesh,Pie,23,['Sugar'],5,Excellent,30,690,2020-11-11,2021-02-03,2021-02-09,Exceeded my expectations!
Nepal,Pie,42,['Sugar'],2,Poor,45,1890,2023-03-07,2023-04-13,2023-06-05,Below average product.
Sri-Lanka,Pasta,36,"['Wheat', 'Barley']",1,Very Poor,100,3600,2021-10-20,2021-12-13,2022-01-18,Very poor quality.
Nepal,Cookie,12,"['Barley', 'Sugar']",1,Very Poor,95,1140,2021-11-20,2021-12-20,2022-02-18,Disappointed with the product.
Sri-Lanka,Cookie,75,"['Barley', 'Sugar']",2,Poor,85,6375,2025-05-31,2025-07-22,2025-08-29,Not what I expected.
Nepal,Cookie,45,"['Barley', 'Sugar']",2,Poor,95,4275,2021-11-15,2021-12-08,2022-02-13,"Not great, needs improvement."
Nepal,Pie,56,['Sugar'],2,Poor,45,2520,2020-07-17,2020-08-15,2020-10-15,"Not great, needs improvement."
Bhutan,Toffee,81,['Sugar'],5,Excellent,15,1215,2020-06-22,2020-07-16,2020-09-20,Exceeded my expectations!
Bhutan,Biscuit,65,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,25,1625,2022-01-28,2022-03-07,2022-04-28,No feedback
Sri-Lanka,Toffee,38,['Sugar'],4,Good,10,380,2025-07-23,2025-10-14,2025-10-21,Quite happy with the product.
Pakistan,Pie,54,['Sugar'],5,Excellent,25,1350,2020-10-07,2020-11-21,2021-01-05,Absolutely loved it!
India,Banana Chips,29,['Banana'],2,Poor,40,1160,2024-05-11,2024-05-25,2024-08-09,Not what I expected.
Bhutan,Khari,61,['Cumin'],1,Very Poor,45,2745,2025-03-02,2025-04-10,2025-05-31,Disappointed with the product.
Pakistan,Nachos,14,['Maize'],5,Excellent,60,840,2022-01-02,2022-02-27,2022-04-02,Exceeded my expectations!
Bhutan,Banana Chips,11,['Banana'],4,Good,45,495,2025-05-05,2025-07-09,2025-08-03,Quite happy with the product.
Bangladesh,Pie,66,['Sugar'],4,Good,30,1980,2020-07-08,2020-07-25,2020-10-06,Quite happy with the product.
Bangladesh,Khari,49,['Cumin'],1,Very Poor,20,980,2022-07-07,2022-08-19,2022-10-05,Disappointed with the product.
India,Biscuit,65,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,20,1300,2020-10-24,2020-11-09,2021-01-22,Would not recommend.
Bangladesh,Pie,76,['Sugar'],2,Poor,30,2280,2023-02-26,2023-05-17,2023-05-27,"Not great, needs improvement."
Sri-Lanka,Nachos,53,['Maize'],3,Average,45,2385,2020-02-26,2020-04-25,2020-05-26,Decent product overall.
Sri-Lanka,Biscuit,61,"['Wheat', 'Sugar', 'Barley']",3,Average,22,1342,2024-11-18,2025-01-04,2025-02-16,Decent product overall.
India,Toffee,23,['Sugar'],2,Poor,20,460,2024-02-13,2024-04-03,2024-05-13,Not what I expected.
Nepal,Ketchup,68,['Tomato'],3,Average,55,3740,2025-04-15,2025-05-05,2025-07-14,Decent product overall.
Pakistan,Maggi,51,['Wheat'],3,Average,15,765,2022-06-25,2022-09-07,2022-09-23,"Average product, nothing special."
Sri-Lanka,Maggi,51,['Wheat'],5,Excellent,30,1530,2023-07-14,2023-09-29,2023-10-12,Absolutely loved it!
Pakistan,Biscuit,57,"['Wheat', 'Sugar', 'Barley']",4,Good,15,855,2025-05-08,2025-05-18,2025-08-06,Satisfactory purchase.
Bhutan,Nachos,37,['Maize'],5,Excellent,75,2775,2020-07-25,2020-10-10,2020-10-23,Exceeded my expectations!
Nepal,Nachos,54,['Maize'],2,Poor,55,2970,2021-06-22,2021-08-11,2021-09-20,"Not great, needs improvement."
India,Ketchup,74,['Tomato'],2,Poor,60,4440,2021-01-20,2021-02-22,2021-04-20,Below average product.
India,Biscuit,46,"['Wheat', 'Sugar', 'Barley']",5,Excellent,20,920,2023-07-20,2023-10-08,2023-10-18,Outstanding product quality!
Bhutan,Ketchup,70,['Tomato'],0,No Feedback,65,4550,2024-04-24,2024-05-30,2024-07-23,No feedback
India,Pasta,76,"['Wheat', 'Barley']",4,Good,120,9120,2025-01-29,2025-02-14,2025-04-29,Quite happy with the product.
Nepal,Pasta,94,"['Wheat', 'Barley']",1,Very Poor,100,9400,2024-11-13,2025-01-14,2025-02-11,Very poor quality.
Sri-Lanka,Pasta,84,"['Wheat', 'Barley']",1,Very Poor,100,8400,2020-02-14,2020-03-18,2020-05-14,Disappointed with the product.
Bhutan,Ketchup,18,['Tomato'],3,Average,65,1170,2022-08-18,2022-10-14,2022-11-16,Decent product overall.
Pakistan,Biscuit,48,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,15,720,2021-01-16,2021-03-05,2021-04-16,No feedback
Bangladesh,Pie,80,['Sugar'],2,Poor,30,2400,2021-03-16,2021-05-04,2021-06-14,"Not great, needs improvement."
Pakistan,Pasta,81,"['Wheat', 'Barley']",2,Poor,75,6075,2023-11-13,2024-01-24,2024-02-11,"Not great, needs improvement."
Nepal,Pie,64,['Sugar'],1,Very Poor,45,2880,2023-12-21,2024-02-20,2024-03-20,Disappointed with the product.
Nepal,Pasta,43,"['Wheat', 'Barley']",4,Good,100,4300,2021-11-06,2021-12-29,2022-02-04,Quite happy with the product.
Bhutan,Banana Chips,40,['Banana'],5,Excellent,45,1800,2023-01-08,2023-03-17,2023-04-08,Outstanding product quality!
Nepal,Banana Chips,54,['Banana'],2,Poor,45,2430,2020-10-26,2021-01-02,2021-01-24,"Not great, needs improvement."
Nepal,Ketchup,90,['Tomato'],3,Average,55,4950,2022-02-12,2022-04-14,2022-05-13,Okay for the price.
Bangladesh,Toffee,62,['Sugar'],4,Good,10,620,2023-04-26,2023-05-26,2023-07-25,Satisfactory purchase.
Nepal,Toffee,98,['Sugar'],0,No Feedback,15,1470,2021-09-27,2021-12-18,2021-12-26,No feedback
Bangladesh,Toffee,11,['Sugar'],5,Excellent,10,110,2021-12-06,2022-01-28,2022-03-06,Outstanding product quality!
Bangladesh,Biscuit,82,"['Wheat', 'Sugar', 'Barley']",4,Good,18,1476,2020-01-11,2020-03-12,2020-04-10,"Good product, no issues."
India,Banana Chips,64,['Banana'],2,Poor,40,2560,2023-06-09,2023-08-09,2023-09-07,Not what I expected.
Sri-Lanka,Maggi,13,['Wheat'],2,Poor,30,390,2020-04-22,2020-05-31,2020-07-21,Not what I expected.
Pakistan,Maggi,55,['Wheat'],0,No Feedback,15,825,2023-02-21,2023-05-16,2023-05-22,No feedback
Bangladesh,Banana Chips,38,['Banana'],3,Average,35,1330,2024-11-22,2024-12-08,2025-02-20,"Average product, nothing special."
Nepal,Khari,68,['Cumin'],5,Excellent,35,2380,2023-11-09,2023-12-31,2024-02-07,Outstanding product quality!
Bangladesh,Khari,69,['Cumin'],0,No Feedback,20,1380,2020-04-24,2020-07-16,2020-07-23,No feedback
Bangladesh,Biscuit,70,"['Wheat', 'Sugar', 'Barley']",5,Excellent,18,1260,2020-05-28,2020-07-05,2020-08-26,Exceeded my expectations!
Bhutan,Pie,57,['Sugar'],1,Very Poor,55,3135,2024-06-10,2024-06-30,2024-09-08,Very poor quality.
India,Banana Chips,43,['Banana'],0,No Feedback,40,1720,2023-08-19,2023-08-31,2023-11-17,No feedback
Sri-Lanka,Nachos,42,['Maize'],4,Good,45,1890,2024-04-23,2024-06-25,2024-07-22,Satisfactory purchase.
Bangladesh,Ketchup,78,['Tomato'],4,Good,45,3510,2022-03-28,2022-05-01,2022-06-26,Quite happy with the product.
India,Pasta,53,"['Wheat', 'Barley']",1,Very Poor,120,6360,2024-08-24,2024-11-12,2024-11-22,Disappointed with the product.
Bangladesh,Pie,52,['Sugar'],4,Good,30,1560,2025-06-04,2025-07-04,2025-09-02,Quite happy with the product.
Bangladesh,Khari,33,['Cumin'],4,Good,20,660,2023-06-28,2023-09-05,2023-09-26,Quite happy with the product.
Bhutan,Cookie,96,"['Barley', 'Sugar']",5,Excellent,105,10080,2021-06-03,2021-06-28,2021-09-01,Absolutely loved it!
Bhutan,Maggi,49,['Wheat'],2,Poor,25,1225,2023-05-16,2023-06-23,2023-08-14,Below average product.
Nepal,Ketchup,61,['Tomato'],5,Excellent,55,3355,2022-06-29,2022-08-10,2022-09-27,Exceeded my expectations!
India,Khari,69,['Cumin'],5,Excellent,40,2760,2025-01-28,2025-04-14,2025-04-28,Exceeded my expectations!
Bhutan,Biscuit,21,"['Wheat', 'Sugar', 'Barley']",3,Average,25,525,2023-06-24,2023-07-27,2023-09-22,"Average product, nothing special."
India,Banana Chips,53,['Banana'],3,Average,40,2120,2024-05-08,2024-06-24,2024-08-06,"Average product, nothing special."
Bhutan,Pasta,92,"['Wheat', 'Barley']",0,No Feedback,105,9660,2021-08-26,2021-09-15,2021-11-24,No feedback
Bhutan,Cookie,47,"['Barley', 'Sugar']",3,Average,105,4935,2024-08-05,2024-09-18,2024-11-03,Okay for the price.
Nepal,Biscuit,81,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,24,1944,2023-12-02,2024-02-25,2024-03-01,Would not recommend.
Pakistan,Banana Chips,69,['Banana'],1,Very Poor,30,2070,2023-11-22,2023-12-18,2024-02-20,Very poor quality.
Bhutan,Biscuit,12,"['Wheat', 'Sugar', 'Barley']",0,No Feedback,25,300,2021-07-15,2021-09-19,2021-10-13,No feedback
Bangladesh,Ketchup,13,['Tomato'],2,Poor,45,585,2020-08-16,2020-10-07,2020-11-14,"Not great, needs improvement."
India,Biscuit,45,"['Wheat', 'Sugar', 'Barley']",1,Very Poor,20,900,2023-04-08,2023-06-18,2023-07-07,Disappointed with the product.
Bangladesh,Ketchup,71,['Tomato'],1,Very Poor,45,3195,2024-04-15,2024-06-02,2024-07-14,Disappointed with the product.
Bangladesh,Banana Chips,83,['Banana'],1,Very Poor,35,2905,2023-04-28,2023-05-16,2023-07-27,Disappointed with the product.
India,Banana Chips,88,['Banana'],0,No Feedback,40,3520,2025-07-08,2025-09-05,2025-10-06,No feedback
Nepal,Maggi,66,['Wheat'],4,Good,25,1650,2025-06-11,2025-08-19,2025-09-09,"Good product, no issues."
Bhutan,Pie,32,['Sugar'],1,Very Poor,55,1760,2023-07-02,2023-07-23,2023-09-30,Very poor quality.
Sri-Lanka,Maggi,26,['Wheat'],5,Excellent,30,780,2022-02-15,2022-03-30,2022-05-16,Absolutely loved it!
Pakistan,Maggi,93,['Wheat'],2,Poor,15,1395,2020-04-12,2020-06-16,2020-07-11,Not what I expected.
Nepal,Toffee,41,['Sugar'],0,No Feedback,15,615,2023-02-01,2023-04-01,2023-05-02,No feedback
Pakistan,Cookie,33,"['Barley', 'Sugar']",1,Very Poor,75,2475,2023-12-28,2024-02-12,2024-03-27,Disappointed with the product.
Sri-Lanka,Maggi,33,['Wheat'],3,Average,30,990,2023-08-11,2023-10-12,2023-11-09,Decent product overall.
Bhutan,Ketchup,34,['Tomato'],4,Good,65,2210,2020-06-11,2020-08-23,2020-09-09,Satisfactory purchase.
Bhutan,Khari,87,['Cumin'],0,No Feedback,45,3915,2022-01-22,2022-02-16,2022-04-22,No feedback
India,Ketchup,46,['Tomato'],4,Good,60,2760,2020-07-17,2020-08-24,2020-10-15,Quite happy with the product.
Bhutan,Pie,99,['Sugar'],5,Excellent,55,5445,2023-03-20,2023-05-24,2023-06-18,Absolutely loved it!
Pakistan,Maggi,47,['Wheat'],4,Good,15,705,2021-10-17,2021-12-15,2022-01-15,"Good product, no issues."
Bangladesh,Nachos,49,['Maize'],0,No Feedback,35,1715,2025-07-15,2025-08-03,2025-10-13,No feedback
Nepal,Pie,22,['Sugar'],4,Good,45,990,2024-03-24,2024-05-30,2024-06-22,"Good product, no issues."
Bhutan,Ketchup,11,['Tomato'],5,Excellent,65,715,2021-04-14,2021-06-10,2021-07-13,Exceeded my expectations!
Bangladesh,Maggi,64,['Wheat'],3,Average,35,2240,2025-04-27,2025-06-26,2025-07-26,"Average product, nothing special."
Pakistan,Cookie,17,"['Barley', 'Sugar']",5,Excellent,75,1275,2023-04-13,2023-06-16,2023-07-12,Exceeded my expectations!
Sri-Lanka,Cookie,68,"['Barley', 'Sugar']",2,Poor,85,5780,2025-02-23,2025-03-27,2025-05-24,"Not great, needs improvement."
